"8ae3de9f209903f2146949c5c7349db1";"http://rpiathletics.com/news/2011/3/30/BB_0330114033.aspx";"2011-03-30 23:01:16"
"8ae3de9f209903f2146949c5c7349db1";"http://events.rpi.edu:80/event/eventView.do?calPath=%2Fpublic%2Fcals%2FMainCal&guid=CAL-00f18254-2efb969c-012e-fda5b8fb-00007e9dcalendars@rpi.edu&recurrenceId=";"2011-03-30 23:57:06"
"4d31d0e8cee98f5fcefc7946eb3bae5f";"http://rpiathletics.com/news/2011/3/30/BB_0330114033.aspx";"2011-03-30 23:58:08"
"b4b32ad0c0853514568781e5d55aad58";"http://rpiathletics.com/news/2011/3/30/BB_0330114033.aspx";"2011-03-31 08:39:25"
"8b0ea6d99b60eddb6c748a18ad3b2bcc";"http://events.rpi.edu:80/event/eventView.do?calPath=%2Fpublic%2Fcals%2FMainCal&guid=CAL-00f18254-2efb969c-012e-fd8c1ac7-00003bc7calendars@rpi.edu&recurrenceId=";"2011-03-31 08:42:39"
"7c998cc7854a35252cfc7318da2d67b0";"http://events.rpi.edu:80/event/eventView.do?calPath=%2Fpublic%2Fcals%2FMainCal&guid=CAL-00f18254-2efb969c-012e-fd8c1ac7-00003bc7calendars@rpi.edu&recurrenceId=";"2011-03-31 08:44:32"
"ec764604ab49a12dbd124dd2c00a20d4";"http://events.rpi.edu:80/event/eventView.do?calPath=%2Fpublic%2Fcals%2FMainCal&guid=CAL-00f18254-2efb969c-012e-ff89d495-00007d17calendars@rpi.edu&recurrenceId=";"2011-03-31 08:45:31"
"7c7827555db743792f86ec7841083fd7";"http://events.rpi.edu:80/event/eventView.do?calPath=%2Fpublic%2Fcals%2FMainCal&guid=CAL-00f18254-2f05e35a-012f-08a43eec-00006751calendars@rpi.edu&recurrenceId=";"2011-03-31 08:46:42"
"b30f71afcd28e5e7fc7ca0388070d166";"http://www.rpiathletics.com/news/2011/3/30/MHOCK_0330110649.aspx";"2011-03-31 08:48:40"
"4d82b0cd0e503f9c534989d90fe5cf19";"http://events.rpi.edu:80/event/eventView.do?calPath=%2Fpublic%2Fcals%2FMainCal&guid=CAL-00f18254-2efb969c-012e-fd8c1ac7-00003bc7calendars@rpi.edu&recurrenceId=";"2011-03-31 08:48:59"
"0c1aa65933ef208e345635c800b3a3fe";"http://events.rpi.edu:80/event/eventView.do?calPath=%2Fpublic%2Fcals%2FMainCal&guid=CAL-00f18254-2f00bd00-012f-03ea8517-00001b99calendars@rpi.edu&recurrenceId=";"2011-03-31 08:49:36"
"3bdd1c3d2f4b5b94034f70e07e39fca5";"http://us1.campaign-archive.com/?u=9fda259e30370acf119e27745&id=f48b866ab3";"2011-03-31 08:49:49"
"4d99fed785f28a3a528e56d506c7809f";"http://events.rpi.edu:80/event/eventView.do?calPath=%2Fpublic%2Fcals%2FMainCal&guid=CAL-00f18254-2f05e35a-012f-08a43eec-00006751calendars@rpi.edu&recurrenceId=";"2011-03-31 08:50:52"
"9f3f60b5b8a878ff1a1f3684821ec018";"http://www.rpiathletics.com/news/2011/3/30/MHOCK_0330110649.aspx";"2011-03-31 08:50:53"
"4d99fed785f28a3a528e56d506c7809f";"http://us1.campaign-archive.com/?u=9fda259e30370acf119e27745&id=f48b866ab3";"2011-03-31 08:51:04"
"383e90c2746ff37318aab376ba908205";"http://www.rpiathletics.com/news/2011/3/30/MHOCK_0330110649.aspx";"2011-03-31 08:53:26"
"da88b17d1588acc99d148f396906c0ab";"http://www.rpiathletics.com/news/2011/3/30/MHOCK_0330110649.aspx";"2011-03-31 08:53:42"
"7669a08c555df55a3ff42d3af6935d89";"http://events.rpi.edu:80/event/eventView.do?calPath=%2Fpublic%2Fcals%2FMainCal&guid=CAL-00f18254-2f00bd00-012f-03ea8517-00001b99calendars@rpi.edu&recurrenceId=";"2011-03-31 08:53:54"
"21dd1c4f883327a80805242016ffdc2c";"http://events.rpi.edu:80/event/eventView.do?calPath=%2Fpublic%2Fcals%2FMainCal&guid=CAL-00f18254-2f00bd00-012f-03ea8517-00001b99calendars@rpi.edu&recurrenceId=";"2011-03-31 08:54:30"
"3936499eb2480668bb584edfc15c0bf7";"http://us1.campaign-archive.com/?u=9fda259e30370acf119e27745&id=f48b866ab3";"2011-03-31 08:54:44"
"3f5b33b2432c8462243731bb94cf7ceb";"http://us1.campaign-archive.com/?u=9fda259e30370acf119e27745&id=f48b866ab3";"2011-03-31 08:55:48"
"7f90f4de9a72d16b7d9b3cbcaada0be3";"http://events.rpi.edu:80/event/eventView.do?calPath=%2Fpublic%2Fcals%2FMainCal&guid=CAL-00f18254-2efb969c-012e-fd8c1ac7-00003bc7calendars@rpi.edu&recurrenceId=";"2011-03-31 08:56:17"
"2d334452cf81c55ebcf00ffc98e568bc";"http://events.rpi.edu:80/event/eventView.do?calPath=%2Fpublic%2Fcals%2FMainCal&guid=CAL-00f18254-2f00bd00-012f-03ea8517-00001b99calendars@rpi.edu&recurrenceId=";"2011-03-31 08:56:27"
"b5cd26380f4a9704633258ec35440cad";"http://www.rpiathletics.com/news/2011/3/30/MHOCK_0330110649.aspx";"2011-03-31 08:57:04"
"dd2e9414163ec7f972d359605f073c1a";"http://events.rpi.edu:80/event/eventView.do?calPath=%2Fpublic%2Fcals%2FMainCal&guid=CAL-00f18254-2f00bd00-012f-03ea8517-00001b99calendars@rpi.edu&recurrenceId=";"2011-03-31 08:57:21"
